field.latitude,field.longitude,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.covariance0,field.twist.covariance0,,,,%time 
47.1162234,-88.5503616,-3.852,2.37,0.004489,0.004489,,,,1.76E+18
47.1162251,-88.5503668,-4.046,1.851,0.003969,0.003969,,,,1.76E+18
47.1162265,-88.5503723,-4.245,1.395,0.0036,0.0036,,,,1.76E+18
47.1162273,-88.550378,-4.366,0.897,0.003249,0.003249,,,,1.76E+18
47.1162278,-88.5503839,-4.444,0.477,0.002916,0.002916,,,,1.76E+18
47.1162278,-88.5503897,-4.435,-0.153,0.002809,0.002809,,,,1.76E+18
47.1162273,-88.5503955,-4.381,-0.519,0.002809,0.002809,,,,1.76E+18
47.1162264,-88.5504012,-4.224,-1.071,0.003025,0.003025,,,,1.76E+18
47.1162251,-88.5504066,-4.07,-1.534,0.003364,0.003364,,,,1.76E+18
47.1162225,-88.5504142,-3.73,-2.163,0.004225,0.004225,,,,1.76E+18
47.1162203,-88.5504189,-3.506,-2.503,0.004356,0.004356,,,,1.76E+18
47.1162177,-88.5504231,-3.101,-2.838,0.004761,0.004761,,,,1.76E+18
47.1162149,-88.5504269,-2.783,-3.188,0.005184,0.005184,,,,1.76E+18
47.1162119,-88.5504302,-2.408,-3.422,0.005329,0.005329,,,,1.76E+18
47.1162069,-88.5504341,-1.809,-3.807,0.005929,0.005929,,,,1.76E+18
47.1162034,-88.550436,-1.372,-3.898,0.005776,0.005776,,,,1.76E+18
47.1161998,-88.5504374,-0.94,-3.993,0.005929,0.005929,,,,1.76E+18
47.116196,-88.5504382,-0.565,-4.141,0.0064,0.0064,,,,1.76E+18
47.1161923,-88.5504384,-0.103,-4.073,0.006724,0.006724,,,,1.76E+18
47.1161886,-88.5504381,0.35,-4.04,0.006889,0.006889,,,,1.76E+18
47.116185,-88.5504372,0.823,-4.027,0.006561,0.006561,,,,1.76E+18
47.1161815,-88.5504357,1.18,-3.902,0.005776,0.005776,,,,1.76E+18
47.1161782,-88.5504338,1.579,-3.68,0.005625,0.005625,,,,1.76E+18
47.116175,-88.5504313,1.911,-3.498,0.005329,0.005329,,,,1.76E+18
47.116172,-88.5504284,2.26,-3.297,0.005329,0.005329,,,,1.76E+18
47.1161693,-88.5504251,2.554,-3.019,0.005329,0.005329,,,,1.76E+18
47.1161668,-88.5504214,2.882,-2.754,0.005184,0.005184,,,,1.76E+18
47.1161646,-88.5504174,3.112,-2.413,0.0049,0.0049,,,,1.76E+18
47.1161617,-88.5504107,3.441,-2.022,0.0049,0.0049,,,,1.76E+18
47.1161603,-88.550406,3.665,-1.616,0.004356,0.004356,,,,1.76E+18
47.1161592,-88.550401,3.783,-1.199,0.003844,0.003844,,,,1.76E+18
47.1161584,-88.5503958,3.975,-0.89,0.003844,0.003844,,,,1.76E+18
47.1161579,-88.5503906,4.02,-0.427,0.003721,0.003721,,,,1.76E+18
47.1161578,-88.5503852,4.07,-0.077,0.003481,0.003481,,,,1.76E+18
47.1161581,-88.5503799,4.064,0.395,0.003364,0.003364,,,,1.76E+18
47.1161588,-88.5503745,4.013,0.794,0.003249,0.003249,,,,1.76E+18
47.1161598,-88.5503694,3.93,1.208,0.003136,0.003136,,,,1.76E+18
47.1161612,-88.5503643,3.813,1.643,0.003249,0.003249,,,,1.76E+18
47.1161629,-88.5503595,3.607,1.979,0.003481,0.003481,,,,1.76E+18
47.1161662,-88.5503528,3.294,2.599,0.004096,0.004096,,,,1.76E+18
47.1161689,-88.5503488,3.013,2.985,0.003969,0.003969,,,,1.76E+18
47.1161718,-88.5503452,2.717,3.314,0.004225,0.004225,,,,1.76E+18
47.116175,-88.550342,2.317,3.667,0.004356,0.004356,,,,1.76E+18
47.1161784,-88.5503393,1.931,3.827,0.004624,0.004624,,,,1.76E+18
47.1161839,-88.5503363,1.294,4.113,0.005329,0.005329,,,,1.76E+18
47.1161878,-88.550335,0.899,4.311,0.005476,0.005476,,,,1.76E+18
47.1161938,-88.5503344,0.085,4.419,0.0064,0.0064,,,,1.76E+18
47.1161978,-88.5503347,-0.321,4.391,0.006084,0.006084,,,,1.76E+18
47.1162016,-88.5503357,-0.883,4.42,0.006241,0.006241,,,,1.76E+18
47.1162055,-88.5503374,-1.357,4.238,0.006084,0.006084,,,,1.76E+18
47.1162092,-88.5503396,-1.804,4.149,0.005929,0.005929,,,,1.76E+18
47.1162144,-88.5503441,-2.504,3.72,0.0064,0.0064,,,,1.76E+18
47.1162175,-88.5503479,-2.947,3.45,0.005041,0.005041,,,,1.76E+18
47.1162204,-88.5503521,-3.247,3.078,0.005041,0.005041,,,,1.76E+18
47.1162229,-88.5503568,-3.618,2.745,0.004624,0.004624,,,,1.76E+18
47.116225,-88.5503618,-3.881,2.308,0.004225,0.004225,,,,1.76E+18
47.1162268,-88.5503672,-4.152,1.901,0.003844,0.003844,,,,1.76E+18
47.1162281,-88.5503728,-4.277,1.371,0.0036,0.0036,,,,1.76E+18
47.1162289,-88.5503785,-4.414,0.895,0.003364,0.003364,,,,1.76E+18
47.1162293,-88.5503844,-4.483,0.395,0.003136,0.003136,,,,1.76E+18
47.1162293,-88.5503903,-4.486,-0.135,0.002809,0.002809,,,,1.76E+18
47.1162288,-88.5503961,-4.392,-0.631,0.002916,0.002916,,,,1.76E+18
47.1162278,-88.5504018,-4.285,-1.135,0.003025,0.003025,,,,1.76E+18
47.1162265,-88.5504072,-4.11,-1.554,0.003249,0.003249,,,,1.76E+18
47.1162248,-88.5504124,-3.843,-2.005,0.003721,0.003721,,,,1.76E+18
47.1162215,-88.5504195,-3.461,-2.577,0.004225,0.004225,,,,1.76E+18
47.1162189,-88.5504237,-3.126,-2.958,0.004225,0.004225,,,,1.76E+18
47.116216,-88.5504275,-2.784,-3.28,0.004489,0.004489,,,,1.76E+18
47.1162113,-88.5504321,-2.172,-3.64,0.005041,0.005041,,,,1.76E+18
47.1162079,-88.5504346,-1.807,-3.83,0.004761,0.004761,,,,1.76E+18
47.1162043,-88.5504365,-1.334,-3.954,0.0049,0.0049,,,,1.76E+18
47.1162007,-88.5504378,-0.949,-4.038,0.005041,0.005041,,,,1.76E+18
47.1161951,-88.5504387,-0.284,-4.12,0.006084,0.006084,,,,1.76E+18
47.1161914,-88.5504386,0.152,-4.096,0.005929,0.005929,,,,1.76E+18
47.1161877,-88.5504379,0.542,-4.04,0.005929,0.005929,,,,1.76E+18
47.1161842,-88.5504366,1.097,-3.972,0.005929,0.005929,,,,1.76E+18
47.1161807,-88.5504349,1.399,-3.754,0.005776,0.005776,,,,1.76E+18
47.1161775,-88.5504326,1.779,-3.587,0.005329,0.005329,,,,1.76E+18
47.1161744,-88.5504299,2.201,-3.407,0.005184,0.005184,,,,1.76E+18
47.1161715,-88.5504267,2.434,-3.096,0.005184,0.005184,,,,1.76E+18
47.1161689,-88.5504232,2.745,-2.895,0.005329,0.005329,,,,1.76E+18
47.1161665,-88.5504192,3.078,-2.575,0.005041,0.005041,,,,1.76E+18
47.1161645,-88.550415,3.281,-2.188,0.004761,0.004761,,,,1.76E+18
47.1161619,-88.5504081,3.604,-1.711,0.004489,0.004489,,,,1.76E+18
47.1161606,-88.5504031,3.76,-1.401,0.003969,0.003969,,,,1.76E+18
47.1161596,-88.550398,3.901,-0.994,0.003721,0.003721,,,,1.76E+18
47.116159,-88.5503928,4.017,-0.618,0.003481,0.003481,,,,1.76E+18
47.1161588,-88.5503874,4.126,-0.215,0.003249,0.003249,,,,1.76E+18
47.1161589,-88.5503819,4.183,0.205,0.003025,0.003025,,,,1.76E+18
47.1161599,-88.5503737,4.206,0.904,0.003025,0.003025,,,,1.76E+18
47.116161,-88.5503682,4.137,1.302,0.002916,0.002916,,,,1.76E+18
47.1161625,-88.5503629,4.036,1.792,0.003136,0.003136,,,,1.76E+18
47.1161656,-88.5503553,3.77,2.462,0.003481,0.003481,,,,1.76E+18
47.1161682,-88.5503507,3.46,2.946,0.003481,0.003481,,,,1.76E+18
47.1161711,-88.5503464,3.208,3.311,0.003844,0.003844,,,,1.76E+18
47.1161743,-88.5503426,2.822,3.745,0.003969,0.003969,,,,1.76E+18
47.116178,-88.5503392,2.429,4.028,0.004356,0.004356,,,,1.76E+18
47.1161838,-88.5503354,1.693,4.399,0.0049,0.0049,,,,1.76E+18
47.116188,-88.5503336,1.262,4.745,0.0049,0.0049,,,,1.76E+18
47.1161924,-88.5503325,0.764,4.862,0.005184,0.005184,,,,1.76E+18
47.1161968,-88.5503321,0.235,4.891,0.005476,0.005476,,,,1.76E+18
47.1162034,-88.550333,-0.745,4.893,0.0064,0.0064,,,,1.76E+18
47.1162078,-88.5503345,-1.268,4.863,0.006241,0.006241,,,,1.76E+18
47.116212,-88.5503368,-1.859,4.64,0.006084,0.006084,,,,1.76E+18
47.116216,-88.5503399,-2.47,4.442,0.005929,0.005929,,,,1.76E+18
47.1162197,-88.5503436,-2.958,4.042,0.006084,0.006084,,,,1.76E+18
47.1162246,-88.5503504,-3.638,3.568,0.005776,0.005776,,,,1.76E+18
47.1162275,-88.5503557,-4.032,3.081,0.005041,0.005041,,,,1.76E+18
47.1162299,-88.5503613,-4.391,2.556,0.004489,0.004489,,,,1.76E+18
47.1162318,-88.5503674,-4.638,2.03,0.003969,0.003969,,,,1.76E+18
47.1162331,-88.5503737,-4.857,1.397,0.0036,0.0036,,,,1.76E+18
47.1162339,-88.5503802,-4.982,0.859,0.003364,0.003364,,,,1.76E+18
47.1162343,-88.5503869,-5.089,0.276,0.003025,0.003025,,,,1.76E+18
47.116234,-88.5503935,-5.022,-0.336,0.002916,0.002916,,,,1.76E+18
47.1162332,-88.5504,-4.905,-0.987,0.003025,0.003025,,,,1.76E+18
47.116232,-88.5504063,-4.731,-1.53,0.003364,0.003364,,,,1.76E+18
47.1162302,-88.5504123,-4.47,-2.105,0.003844,0.003844,,,,1.76E+18
47.1162279,-88.550418,-4.204,-2.613,0.003844,0.003844,,,,1.76E+18
47.1162251,-88.5504232,-3.87,-3.069,0.004225,0.004225,,,,1.76E+18
47.1162221,-88.5504278,-3.422,-3.447,0.004624,0.004624,,,,1.76E+18
47.116217,-88.5504337,-2.781,-4.019,0.005329,0.005329,,,,1.76E+18
47.1162131,-88.5504369,-2.279,-4.289,0.005041,0.005041,,,,1.76E+18
47.1162091,-88.5504393,-1.749,-4.518,0.005041,0.005041,,,,1.76E+18
47.1162049,-88.5504411,-1.194,-4.69,0.005041,0.005041,,,,1.76E+18
47.1162006,-88.550442,-0.632,-4.767,0.005329,0.005329,,,,1.76E+18
47.1161941,-88.5504421,0.217,-4.88,0.006561,0.006561,,,,1.76E+18
47.1161899,-88.5504412,0.782,-4.595,0.006084,0.006084,,,,1.76E+18
47.1161857,-88.5504396,1.382,-4.585,0.005776,0.005776,,,,1.76E+18
47.1161818,-88.5504374,1.767,-4.369,0.005776,0.005776,,,,1.76E+18
47.116178,-88.5504345,2.201,-4.155,0.005329,0.005329,,,,1.76E+18
47.1161745,-88.550431,2.738,-3.812,0.0049,0.0049,,,,1.76E+18
47.1161713,-88.5504269,3.164,-3.482,0.0049,0.0049,,,,1.76E+18
47.1161685,-88.5504223,3.557,-3.137,0.004761,0.004761,,,,1.76E+18
47.1161661,-88.5504173,3.923,-2.679,0.004624,0.004624,,,,1.76E+18
47.116164,-88.5504118,4.22,-2.219,0.004356,0.004356,,,,1.76E+18
47.1161617,-88.550403,4.574,-1.463,0.003844,0.003844,,,,1.76E+18
47.1161608,-88.5503969,4.727,-0.914,0.003481,0.003481,,,,1.76E+18
47.1161604,-88.5503906,4.8,-0.417,0.003364,0.003364,,,,1.76E+18
47.1161604,-88.5503842,4.817,0.13,0.003025,0.003025,,,,1.76E+18
47.116161,-88.5503779,4.804,0.723,0.003025,0.003025,,,,1.76E+18
47.1161621,-88.5503717,4.682,1.262,0.003136,0.003136,,,,1.76E+18
47.1161636,-88.5503656,4.555,1.8,0.003249,0.003249,,,,1.76E+18
47.1161656,-88.5503599,4.293,2.368,0.003481,0.003481,,,,1.76E+18
47.1161682,-88.5503545,4.036,2.861,0.003721,0.003721,,,,1.76E+18
47.1161711,-88.5503496,3.705,3.301,0.003969,0.003969,,,,1.76E+18
47.1161762,-88.5503431,3.037,3.983,0.004489,0.004489,,,,1.76E+18
47.1161801,-88.5503395,2.623,4.315,0.004356,0.004356,,,,1.76E+18
47.1161842,-88.5503367,2.07,4.592,0.004761,0.004761,,,,1.76E+18
47.1161886,-88.5503345,1.533,4.928,0.005041,0.005041,,,,1.76E+18
47.1161931,-88.5503331,0.893,5.001,0.005329,0.005329,,,,1.76E+18
47.1161977,-88.5503326,0.288,5.102,0.005625,0.005625,,,,1.76E+18
47.1162023,-88.5503329,-0.446,5.153,0.006084,0.006084,,,,1.76E+18
47.1162069,-88.550334,-0.985,5.042,0.006084,0.006084,,,,1.76E+18
47.1162114,-88.5503359,-1.539,4.938,0.005929,0.005929,,,,1.76E+18
47.1162177,-88.5503403,-2.493,4.492,0.006241,0.006241,,,,1.76E+18
47.1162215,-88.5503441,-3.019,4.203,0.005625,0.005625,,,,1.76E+18
47.1162267,-88.550351,-3.673,3.682,0.005329,0.005329,,,,1.76E+18
47.1162296,-88.5503564,-4.108,3.154,0.004489,0.004489,,,,1.76E+18
47.116232,-88.5503621,-4.466,2.608,0.004225,0.004225,,,,1.76E+18
47.116234,-88.5503683,-4.74,2.061,0.003481,0.003481,,,,1.76E+18
47.1162353,-88.5503748,-4.965,1.427,0.003249,0.003249,,,,1.76E+18
47.1162362,-88.5503814,-5.073,0.856,0.003136,0.003136,,,,1.76E+18
47.1162364,-88.5503882,-5.124,0.207,0.002916,0.002916,,,,1.76E+18
47.1162361,-88.5503948,-5.067,-0.47,0.003025,0.003025,,,,1.76E+18
47.1162347,-88.5504046,-4.841,-1.285,0.003481,0.003481,,,,1.76E+18
47.1162321,-88.5504138,-4.525,-2.202,0.003844,0.003844,,,,1.76E+18
47.1162297,-88.5504194,-4.164,-2.734,0.003969,0.003969,,,,1.76E+18
47.1162269,-88.5504245,-3.807,-3.211,0.004356,0.004356,,,,1.76E+18
47.1162238,-88.5504291,-3.395,-3.499,0.004624,0.004624,,,,1.76E+18
47.1162203,-88.5504331,-2.97,-3.869,0.005041,0.005041,,,,1.76E+18
47.1162165,-88.5504365,-2.448,-4.267,0.005184,0.005184,,,,1.76E+18
47.1162126,-88.5504392,-1.963,-4.419,0.0049,0.0049,,,,1.76E+18
47.1162084,-88.5504412,-1.4,-4.677,0.005184,0.005184,,,,1.76E+18
47.1162041,-88.5504424,-0.861,-4.742,0.005476,0.005476,,,,1.76E+18
47.1161997,-88.550443,-0.274,-4.813,0.005776,0.005776,,,,1.76E+18
47.1161953,-88.5504427,0.288,-4.816,0.006241,0.006241,,,,1.76E+18
47.116191,-88.5504417,0.882,-4.696,0.006084,0.006084,,,,1.76E+18
47.116187,-88.55044,1.417,-4.581,0.005929,0.005929,,,,1.76E+18
47.116183,-88.5504376,1.92,-4.397,0.005476,0.005476,,,,1.76E+18
47.1161793,-88.5504346,2.363,-4.098,0.005184,0.005184,,,,1.76E+18
47.1161758,-88.5504309,2.858,-3.788,0.005041,0.005041,,,,1.76E+18
47.1161727,-88.5504267,3.265,-3.405,0.0049,0.0049,,,,1.76E+18
47.1161686,-88.5504195,3.818,-2.896,0.005184,0.005184,,,,1.76E+18
47.1161654,-88.5504114,4.232,-2.095,0.004356,0.004356,,,,1.76E+18
47.1161638,-88.5504056,4.48,-1.725,0.003969,0.003969,,,,1.76E+18
47.1161627,-88.5503995,4.645,-1.159,0.0036,0.0036,,,,1.76E+18
47.1161621,-88.5503932,4.777,-0.597,0.003364,0.003364,,,,1.76E+18
47.116162,-88.5503868,4.888,-0.079,0.003136,0.003136,,,,1.76E+18
47.1161624,-88.5503805,4.83,0.496,0.003025,0.003025,,,,1.76E+18
47.1161633,-88.5503742,4.721,1.067,0.003136,0.003136,,,,1.76E+18
47.1161646,-88.5503681,4.639,1.637,0.003025,0.003025,,,,1.76E+18
47.1161676,-88.5503594,4.31,2.501,0.0036,0.0036,,,,1.76E+18
47.1161703,-88.550354,3.951,2.974,0.003721,0.003721,,,,1.76E+18
47.1161733,-88.5503491,3.628,3.468,0.003969,0.003969,,,,1.76E+18
47.1161767,-88.5503448,3.203,3.905,0.004225,0.004225,,,,1.76E+18
47.1161804,-88.550341,2.781,4.2,0.004489,0.004489,,,,1.76E+18
47.1161845,-88.5503379,2.299,4.508,0.004761,0.004761,,,,1.76E+18
47.1161887,-88.5503355,1.699,4.811,0.005041,0.005041,,,,1.76E+18
47.1161933,-88.5503339,1.156,5.02,0.005184,0.005184,,,,1.76E+18
47.1161979,-88.5503331,0.475,5.061,0.005625,0.005625,,,,1.76E+18
47.1162025,-88.5503331,-0.178,5.199,0.005776,0.005776,,,,1.76E+18
47.1162094,-88.5503347,-1.043,5.053,0.006241,0.006241,,,,1.76E+18
47.1162138,-88.5503367,-1.689,4.898,0.005929,0.005929,,,,1.76E+18
47.1162181,-88.5503396,-2.295,4.617,0.005929,0.005929,,,,1.76E+18
47.1162239,-88.5503453,-3.134,4.178,0.006241,0.006241,,,,1.76E+18
47.1162273,-88.5503498,-3.527,3.774,0.005476,0.005476,,,,1.76E+18
47.1162304,-88.550355,-3.998,3.319,0.005041,0.005041,,,,1.76E+18
47.1162329,-88.5503606,-4.383,2.752,0.004624,0.004624,,,,1.76E+18
47.116235,-88.5503667,-4.655,2.255,0.004356,0.004356,,,,1.76E+18
47.1162365,-88.5503731,-4.936,1.619,0.003364,0.003364,,,,1.76E+18
47.1162375,-88.5503797,-4.988,0.961,0.003136,0.003136,,,,1.76E+18
47.1162379,-88.5503898,-5.146,0.085,0.003025,0.003025,,,,1.76E+18
47.1162375,-88.5503965,-5.047,-0.601,0.002916,0.002916,,,,1.76E+18
47.1162365,-88.550403,-4.925,-1.124,0.003025,0.003025,,,,1.76E+18
47.1162351,-88.5504094,-4.713,-1.703,0.003481,0.003481,,,,1.76E+18
47.116233,-88.5504153,-4.433,-2.327,0.003721,0.003721,,,,1.76E+18
47.1162306,-88.5504208,-4.108,-2.806,0.004096,0.004096,,,,1.76E+18
47.1162277,-88.5504258,-3.724,-3.246,0.004356,0.004356,,,,1.76E+18
47.1162245,-88.5504302,-3.277,-3.657,0.004761,0.004761,,,,1.76E+18
47.1162191,-88.5504358,-2.612,-4.225,0.005776,0.005776,,,,1.76E+18
47.1162152,-88.5504386,-2.008,-4.433,0.005041,0.005041,,,,1.76E+18
47.1162089,-88.5504415,-1.212,-4.723,0.005476,0.005476,,,,1.76E+18
47.1162046,-88.5504425,-0.649,-4.795,0.005476,0.005476,,,,1.76E+18
47.1162002,-88.5504428,-0.104,-4.802,0.005929,0.005929,,,,1.76E+18
47.1161959,-88.5504423,0.467,-4.795,0.006084,0.006084,,,,1.76E+18
47.1161916,-88.5504411,0.998,-4.638,0.005929,0.005929,,,,1.76E+18
47.1161876,-88.5504392,1.564,-4.472,0.005776,0.005776,,,,1.76E+18
47.1161837,-88.5504366,2.046,-4.287,0.005329,0.005329,,,,1.76E+18
47.1161783,-88.5504316,2.749,-3.833,0.005329,0.005329,,,,1.76E+18
47.1161751,-88.5504275,3.18,-3.472,0.005184,0.005184,,,,1.76E+18
47.1161723,-88.5504229,3.53,-3.141,0.005041,0.005041,,,,1.76E+18
47.1161697,-88.5504179,3.86,-2.78,0.004624,0.004624,,,,1.76E+18
47.1161676,-88.5504125,4.205,-2.28,0.004225,0.004225,,,,1.76E+18
47.1161659,-88.5504067,4.423,-1.76,0.003969,0.003969,,,,1.76E+18
47.1161647,-88.5504007,4.641,-1.298,0.003721,0.003721,,,,1.76E+18
47.116164,-88.5503945,4.765,-0.793,0.003481,0.003481,,,,1.76E+18
47.1161637,-88.5503881,4.858,-0.197,0.003249,0.003249,,,,1.76E+18
47.116164,-88.5503818,4.802,0.306,0.003136,0.003136,,,,1.76E+18
47.1161653,-88.5503724,4.744,1.227,0.003249,0.003249,,,,1.76E+18
47.1161668,-88.5503663,4.582,1.739,0.003249,0.003249,,,,1.76E+18
47.1161688,-88.5503604,4.337,2.288,0.003364,0.003364,,,,1.76E+18
47.1161712,-88.550355,4.08,2.82,0.0036,0.0036,,,,1.76E+18
47.1161741,-88.55035,3.745,3.256,0.003844,0.003844,,,,1.76E+18
47.1161775,-88.5503454,3.404,3.803,0.004225,0.004225,,,,1.76E+18
47.1161811,-88.5503413,2.993,4.184,0.004225,0.004225,,,,1.76E+18
47.1161852,-88.5503379,2.54,4.563,0.004624,0.004624,,,,1.76E+18
47.1161895,-88.5503351,1.988,4.888,0.004761,0.004761,,,,1.76E+18
47.1161941,-88.5503332,1.413,5.092,0.005041,0.005041,,,,1.76E+18
47.1161989,-88.550332,0.775,5.262,0.005476,0.005476,,,,1.76E+18
47.1162038,-88.5503317,0.081,5.451,0.005625,0.005625,,,,1.76E+18
47.1162086,-88.5503323,-0.556,5.398,0.005776,0.005776,,,,1.76E+18
47.1162135,-88.5503337,-1.203,5.375,0.005929,0.005929,,,,1.76E+18
47.1162182,-88.5503359,-1.833,5.173,0.005929,0.005929,,,,1.76E+18
47.1162227,-88.5503391,-2.489,4.886,0.005776,0.005776,,,,1.76E+18
47.1162268,-88.550343,-3.069,4.645,0.005776,0.005776,,,,1.76E+18
47.1162307,-88.5503477,-3.592,4.186,0.005476,0.005476,,,,1.76E+18
47.116234,-88.550353,-4.108,3.654,0.005041,0.005041,,,,1.76E+18
47.1162379,-88.5503622,-4.863,2.592,0.004761,0.004761,,,,1.76E+18
47.1162397,-88.5503688,-5.113,1.915,0.0036,0.0036,,,,1.76E+18
47.1162409,-88.5503757,-5.26,1.211,0.003249,0.003249,,,,1.76E+18
47.1162414,-88.5503827,-5.357,0.518,0.003025,0.003025,,,,1.76E+18
47.1162413,-88.5503897,-5.32,-0.196,0.002916,0.002916,,,,1.76E+18
47.1162405,-88.5503965,-5.185,-0.958,0.003025,0.003025,,,,1.76E+18
47.116239,-88.5504031,-4.935,-1.665,0.003249,0.003249,,,,1.76E+18
47.1162369,-88.5504092,-4.613,-2.318,0.0036,0.0036,,,,1.76E+18
47.1162344,-88.5504149,-4.224,-2.995,0.004096,0.004096,,,,1.76E+18
47.1162313,-88.5504199,-3.735,-3.539,0.004356,0.004356,,,,1.76E+18
47.1162277,-88.5504243,-3.28,-4.031,0.004761,0.004761,,,,1.76E+18
47.1162218,-88.5504298,-2.468,-4.469,0.005329,0.005329,,,,1.76E+18
47.1162175,-88.5504325,-1.926,-4.806,0.005184,0.005184,,,,1.76E+18
47.1162108,-88.5504352,-1.066,-5.042,0.005929,0.005929,,,,1.76E+18
47.1162061,-88.5504359,-0.401,-5.181,0.006084,0.006084,,,,1.76E+18
47.1162015,-88.5504357,0.195,-5.18,0.005929,0.005929,,,,1.76E+18
47.1161968,-88.5504346,0.935,-5.058,0.005776,0.005776,,,,1.76E+18
47.1161924,-88.5504328,1.541,-4.945,0.005776,0.005776,,,,1.76E+18
47.1161881,-88.5504301,2.133,-4.648,0.005329,0.005329,,,,1.76E+18
47.1161822,-88.5504248,2.916,-4.294,0.005625,0.005625,,,,1.76E+18
47.1161787,-88.5504204,3.442,-3.838,0.005184,0.005184,,,,1.76E+18
47.1161756,-88.5504153,3.908,-3.421,0.005184,0.005184,,,,1.76E+18
47.1161717,-88.5504068,4.472,-2.747,0.004624,0.004624,,,,1.76E+18
47.1161697,-88.5504005,4.799,-2.16,0.004096,0.004096,,,,1.76E+18
47.1161681,-88.550394,5.027,-1.674,0.003844,0.003844,,,,1.76E+18
47.1161672,-88.5503871,5.203,-0.913,0.003481,0.003481,,,,1.76E+18
47.1161669,-88.5503802,5.313,-0.302,0.003249,0.003249,,,,1.76E+18
47.1161672,-88.5503732,5.277,0.406,0.003025,0.003025,,,,1.76E+18
47.1161687,-88.5503628,5.162,1.365,0.003249,0.003249,,,,1.76E+18
47.1161704,-88.5503562,5.014,2.084,0.003136,0.003136,,,,1.76E+18
47.1161728,-88.5503498,4.726,2.668,0.003364,0.003364,,,,1.76E+18
47.1161757,-88.550344,4.377,3.296,0.003844,0.003844,,,,1.76E+18
47.1161791,-88.5503387,3.919,3.883,0.003969,0.003969,,,,1.76E+18
47.1161829,-88.550334,3.397,4.298,0.004225,0.004225,,,,1.76E+18
47.1161871,-88.55033,2.97,4.764,0.004489,0.004489,,,,1.76E+18
47.1161917,-88.5503269,2.196,5.161,0.0049,0.0049,,,,1.76E+18
47.1161964,-88.5503246,1.592,5.298,0.004624,0.004624,,,,1.76E+18
47.1162039,-88.5503229,0.484,5.693,0.005625,0.005625,,,,1.76E+18
47.116209,-88.5503229,-0.189,5.632,0.005625,0.005625,,,,1.76E+18
47.1162165,-88.5503248,-1.276,5.441,0.006724,0.006724,,,,1.76E+18
47.1162212,-88.5503274,-1.993,5.261,0.006241,0.006241,,,,1.76E+18
47.1162256,-88.5503307,-2.622,4.84,0.006084,0.006084,,,,1.76E+18
47.1162297,-88.5503349,-3.203,4.448,0.005776,0.005776,,,,1.76E+18
47.1162334,-88.5503398,-3.813,3.975,0.005625,0.005625,,,,1.76E+18
47.1162365,-88.5503454,-4.328,3.35,0.005041,0.005041,,,,1.76E+18
47.1162389,-88.5503515,-4.734,2.619,0.004225,0.004225,,,,1.76E+18
47.1162406,-88.550358,-4.96,1.78,0.003481,0.003481,,,,1.76E+18
47.1162416,-88.5503647,-5.172,0.979,0.002916,0.002916,,,,1.76E+18
47.1162418,-88.5503749,-5.112,-0.147,0.002809,0.002809,,,,1.76E+18
47.116241,-88.5503815,-4.989,-0.957,0.002916,0.002916,,,,1.76E+18
47.1162395,-88.5503878,-4.752,-1.694,0.003364,0.003364,,,,1.76E+18
47.1162375,-88.5503938,-4.493,-2.269,0.0036,0.0036,,,,1.76E+18
47.116235,-88.5503995,-4.247,-2.836,0.003844,0.003844,,,,1.76E+18
47.1162304,-88.5504071,-3.694,-3.547,0.004624,0.004624,,,,1.76E+18
47.116227,-88.5504115,-3.239,-3.939,0.004624,0.004624,,,,1.76E+18
47.1162212,-88.550417,-2.533,-4.429,0.005625,0.005625,,,,1.76E+18
47.116217,-88.5504199,-2.039,-4.707,0.005184,0.005184,,,,1.76E+18
47.1162125,-88.550422,-1.445,-4.984,0.005329,0.005329,,,,1.76E+18
47.1162079,-88.5504233,-0.867,-5.116,0.005476,0.005476,,,,1.76E+18
47.1162009,-88.5504238,-0.008,-5.188,0.0064,0.0064,,,,1.76E+18
47.1161963,-88.5504231,0.631,-5.137,0.006241,0.006241,,,,1.76E+18
47.1161917,-88.5504215,1.271,-5.011,0.006241,0.006241,,,,1.76E+18
47.1161874,-88.5504192,1.918,-4.821,0.006084,0.006084,,,,1.76E+18
47.1161832,-88.5504161,2.504,-4.588,0.005929,0.005929,,,,1.76E+18
47.1161775,-88.5504102,3.172,-4.127,0.006241,0.006241,,,,1.76E+18
47.1161741,-88.5504055,3.664,-3.734,0.005476,0.005476,,,,1.76E+18
47.1161711,-88.5504002,4.081,-3.26,0.005329,0.005329,,,,1.76E+18
47.1161685,-88.5503944,4.484,-2.814,0.004624,0.004624,,,,1.76E+18
47.1161664,-88.5503882,4.788,-2.197,0.004225,0.004225,,,,1.76E+18
47.1161643,-88.5503781,5.199,-1.384,0.003969,0.003969,,,,1.76E+18
47.1161636,-88.5503712,5.293,-0.774,0.003364,0.003364,,,,1.76E+18
47.1161634,-88.5503641,5.412,-0.142,0.003136,0.003136,,,,1.76E+18
47.1161638,-88.5503571,5.333,0.582,0.002809,0.002809,,,,1.76E+18
47.1161656,-88.5503467,5.209,1.586,0.003136,0.003136,,,,1.76E+18
47.1161675,-88.55034,5.007,2.244,0.003249,0.003249,,,,1.76E+18
47.11617,-88.5503337,4.749,2.777,0.003249,0.003249,,,,1.76E+18
